name,location,datetime,followers,likes,retweets,tweet
MoorInsStrat,"Austin,TX",17-03-2022 23:53,6238,0,4,"RT @PatrickMoorhead: Looking like a truthy day for @Apple today. 
1/ Apple #StudioDisplay not good
2/ #M1Ultra not higher performance tha…"
gabesalkin,Washington D.C,17-03-2022 23:53,315,0,0,Good breakdown here of how the M1 Ultra’s GPU really stands up. Apple needs to A) get better OpenCL/Vulkan support… https://t.co/2iOcxZOkH3
chad_sebring,USA,17-03-2022 23:52,126,0,7,"RT @TweakTown: Apple: M1 Ultra GPU beats GeForce RTX 3090. Benchmarks: no, it doesnt https://t.co/A65HSqhCHH"
TweakTown,,17-03-2022 23:52,29875,6,7,"Apple: M1 Ultra GPU beats GeForce RTX 3090. Benchmarks: no, it doesnt https://t.co/A65HSqhCHH"
rjcc,"Michigan, USA",17-03-2022 23:51,13249,7,2,"Ohhhh, so thats how Apple created a weird graph seemingly showing the M1 Ultra is more powerful than an RTX 3090 (… https://t.co/932YRfgFCM"
Rimfrost,"Kenton, England",17-03-2022 23:49,93,0,46,"RT @reckless: The M1 Ultra is a triumph, but Apple""s goofy relative performance charts set it up for a needless 3090 comparison that wasn…"
pxlnv,Calgary,17-03-2022 23:46,765,3,0,"Analyst, Apparently Hearing of This ‘Apple’ Company for the First Time, Speculates It Could Sell Its Chips to Third… https://t.co/A5KVmQiS5b"
YisroelKatz,"Old City, Jerusalem, Israel",17-03-2022 23:38,322,0,0,Mac Studio Preorder: Heres Where You Can Order Apples New Desktop With M1 Ultra https://t.co/PCGayTfluY via @CNET
channel969,,17-03-2022 23:59,25,0,2,"~Waterfield unveils new carryable Shield Case for Apples Mac Studio~ 
https://t.co/ls2Kj4yHKl
#bigdata #SEO… https://t.co/4RNSa6ovlr"
kevinrj,Madison Wisconsin,17-03-2022 23:58,2044,0,3117,RT @markgurman: Apple’s new Mac Studio: Made in Malaysia https://t.co/FV4ycHT45m https://t.co/yIC8imUmyE
AlturkiMubarak,Saudi Arabia,17-03-2022 23:58,110,0,3117,RT @markgurman: Apple’s new Mac Studio: Made in Malaysia https://t.co/yIC8imUmyE
William92896562,,17-03-2022 23:58,8,0,1255,"RT @MKBHD: As far as I can tell, there is no way to open a Mac Studio. Which isn’t a surprise as far as RAM or GPU upgrades - we knew Apple…"
timbray,Vancouver!,17-03-2022 23:57,46580,6,1,Juicy media-processing benchmarks from DPReview highlight Apple M1 perf deltas between Pro/Max and effect of memory… https://t.co/vNSPkwhGec
mhmd_mzdn,🇲🇾,17-03-2022 23:56,640,0,1255,"RT @MKBHD: As far as I can tell, there is no way to open a Mac Studio. Which isn’t a surprise as far as RAM or GPU upgrades - we knew Apple…"
zaeloden123,,17-03-2022 23:56,0,0,1255,"RT @MKBHD: As far as I can tell, there is no way to open a Mac Studio. Which isn’t a surprise as far as RAM or GPU upgrades - we knew Apple…"
CodeKyles,"Harare, Zimbabwe",17-03-2022 23:54,174,0,1255,"RT @MKBHD: As far as I can tell, there is no way to open a Mac Studio. Which isn’t a surprise as far as RAM or GPU upgrades - we knew Apple…"
kylin_e,"Beijing, China",17-03-2022 23:54,23,4,1,It looks like overview of the Apple Park. I have a emotional passion to buy Mac Studio only for this stunning desig… https://t.co/WA88sWcrB7
technoradar,Germany,17-03-2022 23:54,336,0,1255,"RT @MKBHD: As far as I can tell, there is no way to open a Mac Studio. Which isn’t a surprise as far as RAM or GPU upgrades - we knew Apple…"
dnecom88,,17-03-2022 23:53,24,0,7,"RT @FCPdotCO: A Week with the New Mac Studio M1 Ultra and Studio Display

How fast is this Mac???

#fcpx #finalcutpro #apple #macstudio #vi…"
de_MK7,Somewhere in Africa,17-03-2022 23:51,2342,0,1255,"RT @MKBHD: As far as I can tell, there is no way to open a Mac Studio. Which isn’t a surprise as far as RAM or GPU upgrades - we knew Apple…"
MaXFalstein,,17-03-2022 23:49,381,0,1255,"RT @MKBHD: As far as I can tell, there is no way to open a Mac Studio. Which isn’t a surprise as far as RAM or GPU upgrades - we knew Apple…"
Roadches,,17-03-2022 23:48,60,0,0,"The Verge: Pro has lost all meaning, and Apple knows it.
https://t.co/wvykvmcpwr"
AlexanderTipson,"Houston, TX",17-03-2022 23:48,45,0,1255,"RT @MKBHD: As far as I can tell, there is no way to open a Mac Studio. Which isn’t a surprise as far as RAM or GPU upgrades - we knew Apple…"
XBPCMRNINPS,"Miami, FL",17-03-2022 23:33,51,0,231,"RT @tomwarren: remember when Apple said its M1 Ultra chip would beat an RTX 3090? umm, an RTX 3090 smokes it 💨 https://t.co/0he5NytTGv http…"
nikita_satnami,,17-03-2022 23:23,9,0,0,"Tech news
 Galaxy Tab S8 review: Samsungs small tablet rises to the occasion - ZDNet
 Despite Apples claims and c… https://t.co/IwjJA0HyB1"
NoSQLKnowHow,"Washington State, USA, Earth",17-03-2022 23:13,2815,1,0,@alexbdebrie Holy smokes that M1 Ultra chip is expensive!!! It is an addition $1200 just to go from the top end M1… https://t.co/h5aEvvLMkC
antonioberetini,"Austin, TX",17-03-2022 23:09,120,0,231,"RT @tomwarren: remember when Apple said its M1 Ultra chip would beat an RTX 3090? umm, an RTX 3090 smokes it 💨 https://t.co/0he5NytTGv http…"
ThunderNight_,Indonesia,17-03-2022 23:08,1,0,231,"RT @tomwarren: remember when Apple said its M1 Ultra chip would beat an RTX 3090? umm, an RTX 3090 smokes it 💨 https://t.co/0he5NytTGv http…"
willynet,"Santiago, Chile",17-03-2022 23:02,1934,0,231,"RT @tomwarren: remember when Apple said its M1 Ultra chip would beat an RTX 3090? umm, an RTX 3090 smokes it 💨 https://t.co/0he5NytTGv http…"
ididwy,Hong Kong,17-03-2022 22:59,1482,0,231,"RT @tomwarren: remember when Apple said its M1 Ultra chip would beat an RTX 3090? umm, an RTX 3090 smokes it 💨 https://t.co/0he5NytTGv http…"
HassanFaith6,,17-03-2022 22:56,9,0,231,"RT @tomwarren: remember when Apple said its M1 Ultra chip would beat an RTX 3090? umm, an RTX 3090 smokes it 💨 https://t.co/0he5NytTGv http…"
_96Gabs_,Nowhere.,17-03-2022 22:43,23,0,231,"RT @tomwarren: remember when Apple said its M1 Ultra chip would beat an RTX 3090? umm, an RTX 3090 smokes it 💨 https://t.co/0he5NytTGv http…"
Man_Of_IKEA,"Stockholm, Suède",17-03-2022 22:41,657,0,4,"RT @thetechnie: Is the Apple M1 Ultra the number one chip? Comparision between Apple, In... https://t.co/71Q2DCMZGE via @YouTube 
Specs com…"
STER4life,,17-03-2022 22:32,6,0,6,RT @ServeTheHome: Today we have an article talking about what Apple is doing with the M1 Ultra. The somewhat related video also discusses t…
roshkolwalkar,"henrico,va,usa",17-03-2022 22:27,2,0,4,"RT @thetechnie: Is the Apple M1 Ultra the number one chip? Comparision between Apple, In... https://t.co/71Q2DCMZGE via @YouTube 
Specs com…"
JeevanSukhi,"Haryana, India",17-03-2022 22:25,26373,0,5,"RT @Apple: Supercharged by the M1 chip, the new iPad Air comes in five stunning colors. 10.9 Liquid Retina display, blazing-fast 5G, 12MP…"
Philow457,,17-03-2022 22:23,108,0,231,"RT @tomwarren: remember when Apple said its M1 Ultra chip would beat an RTX 3090? umm, an RTX 3090 smokes it 💨 https://t.co/0he5NytTGv http…"
EdFromFreelance,Atlanta,17-03-2022 23:11,1180,1,0,"I agree. I see 0% chance of Apple selling the M1 Ultra, or any Apple silicon, to other computer makers. Selling App… https://t.co/5GGkDXs5Xg"
AAPLTree,"Online, Apple News, old blog",17-03-2022 22:33,1423,0,0,@jimmyjamesuk123 @VadimYuryev the scaling from M1 Max to Ultra CPU maths out right. But just comparing CB R23 score… https://t.co/AXoh7lOr9L
VLSIresearch,"San Jose, CA",17-03-2022 21:01,1131,0,0,"This week Andrea Lati, Dan Hutcheson, and Jason Abt discuss Apple’s new M1 Ultra chip and what it reveals about the… https://t.co/0Eut5I5UYZ"
Tian_A1,Everywhere,17-03-2022 20:10,1557,0,0,#Apples charts set the M1 Ultra up for an RTX 3090 fight it could [ https://t.co/dN443Y2FeA ] Il y a 3heures To he… https://t.co/IuXKyEmYrN
flixboards,Online,17-03-2022 17:30,1905,0,0,"Apple Silicon M1 Ultra—A Deep Dive, and What It Means for the Mac Pro |  #movies #entertainment https://t.co/lQfBwZOLIf"
oratileAndy0272,,17-03-2022 17:30,44,6,0,"@dalevon_digital Yeah true…

If u looking for an editing machine the m1 silicon is perfect for tht💪🏽

But I’m still… https://t.co/NzipaFfzRL"
SnellingBlake,"Fresno, CA",17-03-2022 14:18,1,0,0,"@MKBHD Can’t wait to see your Review on the (New) Apple Mac Studio spec’d with the (New) M1 Ultra 20-core CPU, 64-c… https://t.co/8bSwLiNCd8"
Apple_Tomorrow,,17-03-2022 14:13,10525,1,0,@Nimrat__Khalsa It’s not a worrying situation at all. Blender’s Apple Silicon support is still in a very adolescent… https://t.co/U5YpHGbhY6
MarkVillacampa,"Madrid, Spain",17-03-2022 13:51,2932,0,0,"Mac Studio with M1 Ultra Review

TD;DR:

If you’re a 3D artist or hardcore gamer, you’re still better off with a PC… https://t.co/feSDxxzwpr"
angsuman,India,17-03-2022 10:53,7752,0,0,#Apple announces flagship M1 Ultra desktop processor for most powerful computers https://t.co/gdXQFvD2F2
niknikMoore,"South Coast, England",17-03-2022 09:47,262,0,4,"RT @mooreslawisdead: Broken Silicon 144 is another BIG episode that includes:
-The severity of the Nvidia Hack
-Nintendo Switch 2 Rumors
-L…"
muchtypo,,17-03-2022 00:26,374,0,4,"RT @mooreslawisdead: Broken Silicon 144 is another BIG episode that includes:
-The severity of the Nvidia Hack
-Nintendo Switch 2 Rumors
-L…"
malukings,"Maryland, USA",16-03-2022 22:33,23,0,0,How big of a threat is Apple’s silicon to AMD and NVDA?      https://t.co/CADyaTCEqm
covid19_gr,"Little Rock, AR 🇺🇸🇺🇦",16-03-2022 17:45,260,0,17,"RT @appleinsider: Inside M1: the series of processors used to transition the Mac from Intel to Apple Silicon. The M1, M1 Pro, M1 Max, and M…"
sardul33,"Monroe, LA",16-03-2022 17:45,130,0,17,"RT @appleinsider: Inside M1: the series of processors used to transition the Mac from Intel to Apple Silicon. The M1, M1 Pro, M1 Max, and M…"
tylercollier22,"Atlanta, Georgia",17-03-2022 23:45,23,0,0,@marcoarment I have a Marco-type question. I’ve just bought a MBP 14” M1 Pro &amp; am enjoying it immensely. I need a d… https://t.co/I1Tp7OFDGQ
jordanthelion_,Singapore,17-03-2022 23:33,450,0,3,"RT @firstadopter: CPU good, GPU not so much: Apple .. claimed .. M1 Ultra woulda0outperform Nvidia’s RTX 3090. I have no idea where Apple’s…"
UsuallySarcasm,"Prague, Czech Republic",17-03-2022 22:35,333,1,0,@VadimYuryev I hoped they would use better thermals to clock the M1 slightly higher but it does not seem to be the… https://t.co/niDCbqJo5a
Wonder_Official,"London, England",17-03-2022 22:06,4062,0,0,Mini mac M1 - Any good for a studio computer?
castbeats,,17-03-2022 21:56,653,0,0,is fl studio on mac good?
mycjel,"California, USA",17-03-2022 21:23,51,0,0,@SnazzyQ Is the Mac Studio a good monitor stand for the Studio Display? Asking for a friend the definitely didn’t b… https://t.co/wqAiA7L0PO
Marcus_Herrick,"Melbourne, Australia",17-03-2022 21:14,90,1,0,@editblog Great review. The Mac Studio has hardware prores encoders. So in Resolve unless you’re exporting 8k plus… https://t.co/ii7bbgGZ5p
BenAdamsonDXB,Neither here nor there,17-03-2022 21:12,136,1,0,@MKBHD I guess something like this blasted through the air intakes on the bottom is as good as its going to get. I… https://t.co/ALqEDSc0SS
einlorax,,17-03-2022 21:03,37,6,0,@SnazzyQ How good is Mac Studio in scientific workflows like in MATLAB or CFD with TetrUSS? Everybody is always foc… https://t.co/7YC5MDIacm
m_adduci,"Berlin, Germany",17-03-2022 18:53,372,0,3,"RT @firstadopter: CPU good, GPU not so much: Apple .. claimed .. M1 Ultra woulda0outperform Nvidia’s RTX 3090. I have no idea where Apple’s…"
firstadopter,em: tkim426@bloomberg dot net,17-03-2022 18:19,48636,14,3,"CPU good, GPU not so much: Apple .. claimed .. M1 Ultra woulda0outperform Nvidia’s RTX 3090. I have no idea where A… https://t.co/QIXOpiCzJQ"
hofrench,New York City,17-03-2022 17:39,29710,0,0,"Ignore the caption. This is pretty good, from a photography site I have been enjoying for years: How I Read ""The N… https://t.co/kgdVPBH6fo"
steven_aquino,"San Francisco, CA",17-03-2022 17:38,5018,2,0,"My good friend @mcsquared96 wrote a great review of the new Mac Studio for The Verge, calling it a “historic achiev… https://t.co/MdCmVCpfXV"
removalman123,"Bexhill, England",17-03-2022 17:00,231,0,0,First Reviews Of Apple Mac Studio And Studio Display Are Out – And It’s Not Alla0Good https://t.co/wHBARyIPOM
DigitalDavidREV,"Ohio, USA",17-03-2022 23:38,2187,2,0,Does anyone have anything bad to say about the Mac Studio? Seems like everyone is in the honeymoon phase right now.… https://t.co/e8TiuQ18sr
kevinbatres,CA,17-03-2022 19:08,230,0,0,@tldtoday I have to know cause I’ve been debating on the new display. Mostly the computer. I have the 16” MacBook P… https://t.co/dfhRE68CPA
jrobertweeks,"Columbus, OH | Mansfield, OH",17-03-2022 16:03,10,0,0,"@mcsquared96 I’m certainly not the target market for the Mac Studio, so I feel less bad about saying this, but I fi… https://t.co/bMPEwV2nCE"
sturmen,"New York, NY",17-03-2022 15:43,309,1,0,"I feel like tech blogs are just fabricating drawbacks for the new Mac Studio. I agree lack of expandability is bad,… https://t.co/ilrXJqmbHr"
PanosM_GR,Greece,17-03-2022 15:07,2056,0,12,"RT @tomwarren: it looks like the Mac Studio is a super impressive machine, but the Apple Studio Display? Not so much. The webcam is super b…"
Sakurina,"Trois-Rivières, Québec, Canada",17-03-2022 15:03,1082,1,0,those Mac Studio reviews sure are making me feel bad about having bought the last Intel Mac mini the month before M1 came out
Der_Dichte,in ma brain,17-03-2022 14:30,67,0,12,"RT @tomwarren: it looks like the Mac Studio is a super impressive machine, but the Apple Studio Display? Not so much. The webcam is super b…"
Lulu_Graezinski,"Johannesburg, South Africa",17-03-2022 13:48,1301,0,12,"RT @tomwarren: it looks like the Mac Studio is a super impressive machine, but the Apple Studio Display? Not so much. The webcam is super b…"
Stryxus,"South Yorkshire, Doncaster",17-03-2022 13:42,217,0,12,"RT @tomwarren: it looks like the Mac Studio is a super impressive machine, but the Apple Studio Display? Not so much. The webcam is super b…"
lhamadopagode,Worldwide,17-03-2022 13:42,1210,0,12,"RT @tomwarren: it looks like the Mac Studio is a super impressive machine, but the Apple Studio Display? Not so much. The webcam is super b…"
KoyosRook,"Beloeil, Québec",17-03-2022 13:41,175,0,12,"RT @tomwarren: it looks like the Mac Studio is a super impressive machine, but the Apple Studio Display? Not so much. The webcam is super b…"
hankon_daiza,ナノさん、irodori、MS周辺,17-03-2022 13:40,3481,0,12,"RT @tomwarren: it looks like the Mac Studio is a super impressive machine, but the Apple Studio Display? Not so much. The webcam is super b…"
MazharulAlam25,Vibe City ,17-03-2022 13:40,550,0,12,"RT @tomwarren: it looks like the Mac Studio is a super impressive machine, but the Apple Studio Display? Not so much. The webcam is super b…"
tomwarren,"London, UK",17-03-2022 13:38,190357,249,12,"it looks like the Mac Studio is a super impressive machine, but the Apple Studio Display? Not so much. The webcam i… https://t.co/BxlOahUTZ6"
Stop_Bad_Press,,17-03-2022 13:37,49,0,231,"RT @tomwarren: remember when Apple said its M1 Ultra chip would beat an RTX 3090? umm, an RTX 3090 smokes it 💨 https://t.co/0he5NytTGv http…"
Paulwhitte,Aptos,17-03-2022 23:30,95,1,0,@Coach_Hewett @CoachVass For the Mac route - I’d suggest going with the new Mac Studio offerings. They are expensiv… https://t.co/SZB9YNI4ms
cats_n_snacks,,17-03-2022 22:57,85,0,0,"The Mac Studio *almost* makes me want to give Apple a try again. Could make a kick-ass music studio PC

But expensi… https://t.co/fnPAuAX2bi"
NLsmalst,,17-03-2022 20:17,50,0,0,"@Apple new ""Mac Studio"" with separate expensive monitor is insult to many long time Apple fans. We want a 27 iMac!… https://t.co/VOnHcBPiA2"
TechmemeChatter,"San Francisco, CA",17-03-2022 16:05,2954,0,4,"RT @WIRED: WIRED
Excellent performance. Easy setup. Relatively compact. Plenty of ports. Up to 8 terabytes of storage. 

TIRED
Expensive. A…"
BetterknowYou,Switzerland,17-03-2022 15:42,208,0,0,Apple Mac Studio review: compact design with insanely fast M1 Ultra and great port selection but expensive and the… https://t.co/O0hPHJ91qu
twood3,,17-03-2022 15:01,1562,0,4,RT @Techmeme: Apple Mac Studio review: compact design with insanely fast M1 Ultra and great port selection but expensive and the graphics p…
ShidaElvis,"Kilifi, Kenya",17-03-2022 14:59,484,1,0,"Apple out here breaking people""s hearts with the Mac Studio:

@MKBHD Im looking at the Intel Mac Pros over here w… https://t.co/ru631eqfDO"
rv_ing_tw,RVing,17-03-2022 14:00,255,0,0,Apple Mac Studio review: compact design with insanely fast M1 Ultra and great port selection but expensive and the… https://t.co/JmWDATTPLA
TwiMeta,Metaverse,17-03-2022 13:56,1250,1,0,Apple Mac Studio review: compact design with insanely fast M1 Ultra and great port selection but expensive and the… https://t.co/W8gRkKM9h3
CChiagbaizu,"Lagos, Nigeria",17-03-2022 13:50,33,0,4,"RT @WIRED: WIRED
Excellent performance. Easy setup. Relatively compact. Plenty of ports. Up to 8 terabytes of storage. 

TIRED
Expensive. A…"
NewsItech,,17-03-2022 13:19,55,0,0,Apple Mac Studio review: compact design with insanely fast M1 Ultra and great port selection but expensive and the… https://t.co/0m8mzdf1W9
purengom,"Gyeonggi Province, South Korea",17-03-2022 13:15,4189,0,4,RT @Techmeme: Apple Mac Studio review: compact design with insanely fast M1 Ultra and great port selection but expensive and the graphics p…
LiangPupu,"Frankfurt am Main, Deutschland",17-03-2022 13:14,174,0,0,Apple Mac Studio review: compact design with insanely fast M1 Ultra and great port selection but expensive and the… https://t.co/ti0IUE9nKD
DennisCruz82,,17-03-2022 13:13,2,0,0,Apple Mac Studio review: compact design with insanely fast M1 Ultra and great port selection but expensive and the… https://t.co/oTAVBNMiiq
vanuatutech,"Bay of Plenty, NZ",17-03-2022 13:13,457,0,0,Apple Mac Studio review: compact design with insanely fast M1 Ultra and great port selection but expensive and the… https://t.co/2KLQrRNChp
yanzinp_,cangaiba =/,16-03-2022 23:44,760,0,100,"RT @benedictevans: All the CPUs in all the Macs Apple sold in 1984: 25bn transistors 
One Mac Studio: 114bn"
kaysha,Lisbon,16-03-2022 23:27,47379,2,0,New video on my youtube channel #kayshatv #kaysha @youtube Bought the new Mac Studio from Apple with the NFT gains… https://t.co/12WYmVGFko
0a0816148100,Bataan,16-03-2022 22:51,18,0,94,RT @appleinsider: A French Apple fan has received his #MacStudio order a few days before orders are officially supposed to arrive -- and he…
iphonelife,USA,16-03-2022 22:43,46175,0,2,RT @iphonelife: Apple’s All-New Studio Display is Priced Just Right https://t.co/hBzgOt4oMP https://t.co/ofLd3kpifY
KnowTheVibes,DMV,16-03-2022 22:08,211,0,94,RT @appleinsider: A French Apple fan has received his #MacStudio order a few days before orders are officially supposed to arrive -- and he…
KatlegoMac,Republic of Mozambique,16-03-2022 22:02,2119,0,94,RT @appleinsider: A French Apple fan has received his #MacStudio order a few days before orders are officially supposed to arrive -- and he…
princessrippla2,,16-03-2022 21:58,33,1,0,@sum_bozo Either way you macbook M1 Imac M1 or Mac Mini M1 but a new Mac is coming called Mac Studio with Apple Cenima Display
Omug,The Good Ship Earth,16-03-2022 21:53,71,0,94,RT @appleinsider: A French Apple fan has received his #MacStudio order a few days before orders are officially supposed to arrive -- and he…
flixboards,Online,16-03-2022 21:30,1905,0,0,Apple Speeds Up—Introducing Mac Studio and Studio Display with New M1 Ultra |  #movies #entertainment https://t.co/6mO2LJZnn7
MarcTech1996,Germany,16-03-2022 21:20,76,2,0,I find these complaints so freaking weird. Since when are mostly clean aluminum surfaces disliked by the Apple comm… https://t.co/0QeaKLSVDm
niall_bigscreen,"Melbourne, Australia",16-03-2022 21:10,389,0,0,Not at all impressed @Apple @AppleSupport - my Mac Studio pre-order was bumped from promised date of 25/3 to 1-2 we… https://t.co/Es3Twb043O
DevMHart,,16-03-2022 21:02,158,0,94,RT @appleinsider: A French Apple fan has received his #MacStudio order a few days before orders are officially supposed to arrive -- and he…
thinkcomps,"Pittsburgh, PA",16-03-2022 21:00,9548,0,0,➔ NEWS ➔ Lucky Customer Receives Apple Mac Studio Days Before the Official Launch: https://t.co/0ALYspFezA https://t.co/cp1pbd6IZA
Futurwerk,,16-03-2022 20:54,1893,0,0,Why I�m buying Apple�s new Mac Studio #Apple #iOS #OSX  https://t.co/oCahXyouHz
5rollsoffilm,Earth,16-03-2022 23:28,5,0,338,"RT @briantong: So is Apple just gonna go HAM and fuse 4 M1 Max chips together for the new Mac Pro?

Introducing the M1 Super Saiyan Max 4 T…"
iFixMalaga,United Kingdom,16-03-2022 23:21,5205,0,0,(iPhone iPad repair) Mac Studio deals have arrived: save $200 to $400 on retail configurations: Record-breaking Mac… https://t.co/Eue1uEw3Bx
Sebasti66855537,,16-03-2022 22:31,556,0,18,"RT @TheKanter: Lots of misinformation, hype, and hyperbole about Apple M1 Ultra packaging. It is quite impressive...but not novel. EMIB a…"
PaulyAlcorn,Deputy Managing Editor,16-03-2022 22:25,1371,0,18,"RT @TheKanter: Lots of misinformation, hype, and hyperbole about Apple M1 Ultra packaging. It is quite impressive...but not novel. EMIB a…"
covid19_gr,"Little Rock, AR 🇺🇸🇺🇦",16-03-2022 17:45,260,0,17,"RT @appleinsider: Inside M1: the series of processors used to transition the Mac from Intel to Apple Silicon. The M1, M1 Pro, M1 Max, and M…"
sardul33,"Monroe, LA",16-03-2022 17:45,130,0,17,"RT @appleinsider: Inside M1: the series of processors used to transition the Mac from Intel to Apple Silicon. The M1, M1 Pro, M1 Max, and M…"
finalcutproes,Spain,16-03-2022 15:46,9693,0,17,"RT @appleinsider: Inside M1: the series of processors used to transition the Mac from Intel to Apple Silicon. The M1, M1 Pro, M1 Max, and M…"
gowtham3834,chennai,16-03-2022 15:19,404,0,0,Apple M1 Ultra vs Intel 12th-gen: Does Apple’s new silicon beats the Alder Lakea0CPUs? https://t.co/KPkf0e2mVq
BryanHohs,../../root,16-03-2022 15:07,288,0,6,RT @xdadevelopers: Apple M1 Ultra vs Intel 12th-gen: Does Apple’s new silicon beats the Alder Lake CPUs? https://t.co/QVaFnTwg89
XDAComputing,,16-03-2022 15:00,228,2,0,Apple M1 Ultra vs Intel 12th-gen: Does Apple’s new silicon beats the Alder Lake CPUs? https://t.co/7Ct1mRc6U0
xdadevelopers,USA,16-03-2022 15:00,579191,112,6,Apple M1 Ultra vs Intel 12th-gen: Does Apple’s new silicon beats the Alder Lake CPUs? https://t.co/QVaFnTwg89
Hisasi0309,,16-03-2022 14:24,192,0,17,"RT @appleinsider: Inside M1: the series of processors used to transition the Mac from Intel to Apple Silicon. The M1, M1 Pro, M1 Max, and M…"
ld_vova,Україна,16-03-2022 14:21,1636,0,17,"RT @appleinsider: Inside M1: the series of processors used to transition the Mac from Intel to Apple Silicon. The M1, M1 Pro, M1 Max, and M…"
apanizza,Montevideo UY,16-03-2022 14:21,864,0,17,"RT @appleinsider: Inside M1: the series of processors used to transition the Mac from Intel to Apple Silicon. The M1, M1 Pro, M1 Max, and M…"
Egineering_inc,"Indianapolis, IN",16-03-2022 14:20,239,0,0,The Apple Silicon transition isn’t an experiment anymore — it’s Apple’s future and one that PC manufacturers will… https://t.co/20VWsRdLqH
HilliTech,"Kingsport, TN",16-03-2022 14:12,660,0,17,"RT @appleinsider: Inside M1: the series of processors used to transition the Mac from Intel to Apple Silicon. The M1, M1 Pro, M1 Max, and M…"
alexandertks913,"San Jose, CA",16-03-2022 14:07,274,0,17,"RT @appleinsider: Inside M1: the series of processors used to transition the Mac from Intel to Apple Silicon. The M1, M1 Pro, M1 Max, and M…"
anil7kishan,New Delhi,16-03-2022 14:06,1576,0,17,"RT @appleinsider: Inside M1: the series of processors used to transition the Mac from Intel to Apple Silicon. The M1, M1 Pro, M1 Max, and M…"
Uwiller,"Madrid, Comunidad de Madrid",16-03-2022 23:25,63,0,0,"Apple’s M1 Ultra chip is good for you, but a problem for Intel, AMD, and Nvidia https://t.co/DiLO4vItWk"
alphacheez,"Cleveland, OH USA",16-03-2022 23:22,108,1,0,"@TheKanter The M1 Ultra interconnect is certainly better than on previous generation MCM packages, but not the most… https://t.co/YjXE3BsSMU"
PwruuY6QxvJstGW,,16-03-2022 23:16,304,0,0,"Apple’s M1 Ultra chip is good for you, but a problem for Intel, AMD, and Nvidia - Yahoo Finance
https://t.co/b1kf9hLEXD"
mr_marveldc,,16-03-2022 22:48,238,0,3,RT @HYPEBEAST: Apple iPad Air 5th Gen Review: Fully Loaded and Ultra-Fast https://t.co/KtfQ4dizIV
geo_maps,"geo:29.425688,-98.486023",16-03-2022 22:42,725,0,0,"Apple’s powerhouse M1 Ultra chip is bad news for Intel, AMD, and Nvidia.  $AAPL https://t.co/AiK1MpVKEC"
malukings,"Maryland, USA",16-03-2022 22:33,23,0,0,How big of a threat is Apple’s silicon to AMD and NVDA?      https://t.co/CADyaTCEqm
HYPEBEAST,,16-03-2022 22:29,801182,20,3,Apple iPad Air 5th Gen Review: Fully Loaded and Ultra-Fast https://t.co/KtfQ4dizIV
academie_educ,الجزائر,16-03-2022 22:10,528,0,0,"Apple’s M1 Ultra chip is good for you, but a problem for Intel, AMD, anda0Nvidia https://t.co/4U44i5uLn7"
academie_educ,الجزائر,16-03-2022 22:03,528,0,0,"Apple’s M1 Ultra chip is good for you, but a problem for Intel, AMD, anda0Nvidia https://t.co/3TYQB1a9AP"
RankineRuel,,16-03-2022 21:58,268,0,0,"https://t.co/mZhoOJe5wu

Apple latest M1 Ultra processor is a boon for consumers and a threat to the chip industry."
Sejd213,"Delray Beach, FL",16-03-2022 21:40,182,1,0,"$AAPL new M1 Ultra processor hits the market Friday. The chip, which you can get in the new $3,999 Mac Studio, is e… https://t.co/up0E0NyrDp"
MonaSmitte,,16-03-2022 21:39,438,0,3,"RT @YahooFinance: Apple’s M1 Ultra chip is good for you, but a problem for Intel, AMD, and Nvidia https://t.co/YGr3X130fe by @DanielHowley"
SwapnaVallabha,,16-03-2022 21:32,112,0,3,"RT @YahooFinance: Apple’s M1 Ultra chip is good for you, but a problem for Intel, AMD, and Nvidia https://t.co/YGr3X130fe by @DanielHowley"
YahooFinance,"New York, NY",16-03-2022 21:32,1338377,8,3,"Apple’s M1 Ultra chip is good for you, but a problem for Intel, AMD, and Nvidia https://t.co/YGr3X130fe by @DanielHowley"
SmartTaipei,Taipei,16-03-2022 20:36,1239,0,1,"RT @CKsTechNews: #Apple latest chip #M1 U#ltra will help #TSMC lead #Intel in new battlefield  

Via
https://t.co/0I7I2E9wW7 https://t.co…"
KahliefAdams,"Portland, OR",16-03-2022 20:14,22999,0,0,@Strangelikeus I want that Mac studio real bad
KingWaka_,"Dallas, TX ✈ Los Angeles, Cal",16-03-2022 04:22,12753,1,0,I want that Mac Studio so bad.
PNWmf,"Seattle, WA",16-03-2022 04:18,784,1,0,"Quick swap of the power supply &amp; it back up and running. The @KandaoVR studio performance is so bad on my MBP, th… https://t.co/HHeBwBXpl2"
marsden1991,"Winnipeg Manitoba Canada,",16-03-2022 02:29,113,1,0,@DFs_Roadie @trekonlinegame So it not like they are an indie studio and therefore shouldnt be as plagued with pr… https://t.co/Z453xdq4nv
KeepBackIvy,Yorkshire,15-03-2022 17:22,741,0,0,@shellzenner We have a Mac mini for our home studio and it great but at the time we didnt think much about monit… https://t.co/qBcdBK106e
_alex_santos,,15-03-2022 14:29,953,0,0,"@tim_cook if China takes sides I am afraid I won""t tolerate a Made in China Mac or anything any more. Too bad, I… https://t.co/AbkAJ537FA"
